Date,Doubling Rate,Baseline,Asymptote,Midpoint,Steepness
2022-01-01 00:00:00.000000,14.7,,,,
2022-01-02 00:00:00.000000,13.9,,,,
2022-01-03 00:00:00.000000,13.801358410102015,,,,
2022-01-04 00:00:00.000000,13.60349001585855,,,,
2022-01-05 00:00:00.000000,13.409049807108119,,,,
2022-01-06 00:00:00.000000,12.986923501465592,,,,
2022-01-07 00:00:00.000000,12.803495954623132,,,,
2022-01-08 00:00:00.000000,12.489619600345526,,,,
2022-01-09 00:00:00.000000,10.201535430553053,,,,
2022-01-10 00:00:00.000000,10.00338512983405,,,,
2022-01-11 00:00:00.000000,9.924019193974672,,,,
2022-01-12 00:00:00.000000,9.864528333325682,,,,
2022-01-13 00:00:00.000000,9.78524715820936,,,,
2022-01-14 00:00:00.000000,9.806110440058657,,,,
2022-01-15 00:00:00.000000,9.893221072268599,,,,
2022-01-16 00:00:00.000000,9.971903463453124,,,,
2022-01-17 00:00:00.000000,10.130632270683256,,,,
2022-01-18 00:00:00.000000,10.251736014889458,,,,
2022-01-19 00:00:00.000000,10.412524976450523,,,,
2022-01-20 00:00:00.000000,10.567698766371967,,,,
2022-01-21 00:00:00.000000,10.725456678804473,,,,
2022-01-22 00:00:00.000000,10.850263153319256,,,,
2022-01-23 12:14:45.013048,,7.411805255069388,78.1248485315869,19000.74206792259,0.15719993152413306
2022-01-23 12:19:27.779669,,7.411805255069388,78.1248485315869,19000.74206792259,0.15719993152413306
2022-01-23 12:35:24.722069,,7.411805255069388,78.1248485315869,19000.74206792259,0.15719993152413306
2022-01-24 10:30:54.850017,,7.511416683671269,76.73159562549998,19000.456230525808,0.1610825794607483
2022-01-25 10:30:54.810811,,7.5129669662768945,76.6663976061734,19000.446095125917,0.16123266323106775
2022-01-26 10:30:55.049010,,7.454493200974014,77.372504495235,19000.5899934902,0.1589991983802597
2022-01-27 10:30:59.727325,,7.505489154666157,76.8334479151494,19000.478119454416,0.16082707365851226
2022-01-27 11:23:52.991422,,7.505489154666157,76.8334479151494,19000.478119454416,0.16082707365851226
2022-01-28 10:30:54.993219,,7.393400590516417,77.93216939151894,19000.70813391752,0.15695287539919217
